wmo,name,country,latitude,longitude,source,epw_url
789820,Queen Beatrix Intl AP,ABW,12.501,-70.015,TMYx,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/ABW_Aruba/ABW_AA_Queen.Beatrix.Intl.AP.789820_TMYx.2007-2021.zip
697284,Bagram AP,AFG,34.944,69.259,TMYx,https://climate.onebuilding.org/WMO_Region_2_Asia/AFG_Afghanistan/AFG_PAR_Bagram.AP.697284_TMYx.2007-2021.zip
697724,Bala Murghab,AFG,35.6,63.3,TMYx,https://climate.onebuilding.org/WMO_Region_2_Asia/AFG_Afghanistan/AFG_BDG_Bala.Murghab.697724_TMYx.zip
409450,Bamiyan,AFG,34.817,67.817,TMYx,https://climate.onebuilding.org/WMO_Region_2_Asia/AFG_Afghanistan/AFG_BAM_Bamiyan.409450_TMYx.2007-2021.zip
409880,Bust AP,AFG,31.55,64.367,TMYx,https://climate.onebuilding.org/WMO_Region_2_Asia/AFG_Afghanistan/AFG_HEL_Bust.AP.409880_TMYx.2007-2021.zip
409420,Chakhcharan AP,AFG,34.533,65.267,TMYx,https://climate.onebuilding.org/WMO_Region_2_Asia/AFG_Afghanistan/AFG_GHO_Chakhcharan.AP.409420_TMYx.2007-2021.zip
697094,FOB Bostic,AFG,35.217,71.517,TMYx,https://climate.onebuilding.org/WMO_Region_2_Asia/AFG_Afghanistan/AFG_KNR_FOB.Bostic.697094_TMYx.2007-2021.zip
691784,FOB Leatherneck,AFG,31.9,64.183,TMYx,https://climate.onebuilding.org/WMO_Region_2_Asia/AFG_Afghanistan/AFG_HEL_FOB.Leatherneck.691784_TMYx.zip
409389,FOB Victory Stone,AFG,34.117,62.217,TMYx,https://climate.onebuilding.org/WMO_Region_2_Asia/AFG_Afghanistan/AFG_HER_FOB.Victory.Stone.409389_TMYx.2007-2021.zip
409740,Farah,AFG,32.367,62.183,TMYx,https://climate.onebuilding.org/WMO_Region_2_Asia/AFG_Afghanistan/AFG_FRA_Farah.409740_TMYx.2007-2021.zip
409040,Fetzabad AP,AFG,37.117,70.517,TMYx,https://climate.onebuilding.org/WMO_Region_2_Asia/AFG_Afghanistan/AFG_BDS_Fetzabad.AP.409040_TMYx.zip
409700,Gardez,AFG,33.567,69.25,TMYx,https://climate.onebuilding.org/WMO_Region_2_Asia/AFG_Afghanistan/AFG_PIA_Gardez.409700_TMYx.2007-2021.zip
409680,Ghazni AP,AFG,33.533,68.417,TMYx,https://climate.onebuilding.org/WMO_Region_2_Asia/AFG_Afghanistan/AFG_GHA_Ghazni.AP.409680_TMYx.2007-2021.zip
409380,Herat Intl AP,AFG,34.21,62.228,TMYx,https://climate.onebuilding.org/WMO_Region_2_Asia/AFG_Afghanistan/AFG_HER_Herat.Intl.AP.409380_TMYx.2007-2021.zip
409540,Jalalabad AP,AFG,34.4,70.499,TMYx,https://climate.onebuilding.org/WMO_Region_2_Asia/AFG_Afghanistan/AFG_NAN_Jalalabad.AP.409540_TMYx.2007-2021.zip
697594,Kabul Soccer Field,AFG,34.53,69.19,TMYx,https://climate.onebuilding.org/WMO_Region_2_Asia/AFG_Afghanistan/AFG_KAB_Kabul.Soccer.Field.697594_TMYx.2007-2021.zip
409480,Kabul-Karzai Intl AP,AFG,34.5552,69.2142,TMYx,https://climate.onebuilding.org/WMO_Region_2_Asia/AFG_Afghanistan/AFG_KAB_Kabul-Karzai.Intl.AP.409480_TMYx.2007-2021.zip
409900,Kandahar Intl AP,AFG,31.5021,65.8524,TMYx,https://climate.onebuilding.org/WMO_Region_2_Asia/AFG_Afghanistan/AFG_KAN_Kandahar.Intl.AP.409900_TMYx.2007-2021.zip
409710,Khost,AFG,33.35,69.95,TMYx,https://climate.onebuilding.org/WMO_Region_2_Asia/AFG_Afghanistan/AFG_KHO_Khost.409710_TMYx.2007-2021.zip
409130,Kunduz AP,AFG,36.667,68.917,TMYx,https://climate.onebuilding.org/WMO_Region_2_Asia/AFG_Afghanistan/AFG_KDZ_Kunduz.AP.409130_TMYx.2007-2021.zip
409220,Maymana AP,AFG,35.933,64.767,TMYx,https://climate.onebuilding.org/WMO_Region_2_Asia/AFG_Afghanistan/AFG_FYB_Maymana.AP.409220_TMYx.2007-2021.zip
409110,Mazar-i-Sharif AP,AFG,36.7055,67.2185,TMYx,https://climate.onebuilding.org/WMO_Region_2_Asia/AFG_Afghanistan/AFG_BAL_Mazar-i-Sharif.AP.409110_TMYx.2007-2021.zip
409300,North Salang,AFG,35.317,69.017,TMYx,https://climate.onebuilding.org/WMO_Region_2_Asia/AFG_Afghanistan/AFG_BGL_North.Salang.409300_TMYx.2007-2021.zip
692814,Shank AP,AFG,33.917,69.067,TMYx,https://climate.onebuilding.org/WMO_Region_2_Asia/AFG_Afghanistan/AFG_LOG_Shank.AP.692814_TMYx.zip
409570,Shindand AB,AFG,33.391,62.261,TMYx,https://climate.onebuilding.org/WMO_Region_2_Asia/AFG_Afghanistan/AFG_HER_Shindand.AB.409570_TMYx.2007-2021.zip
409770,Tirin Kot AP,AFG,32.617,65.867,TMYx,https://climate.onebuilding.org/WMO_Region_2_Asia/AFG_Afghanistan/AFG_URU_Tirin.Kot.AP.409770_TMYx.2007-2021.zip
664500,Baia Dos Tigres AP,AGO,-16.6,11.717,TMYx,https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_NAM_Baia.Dos.Tigres.AP.664500_TMYx.zip
663100,Benguela AP,AGO,-12.609,13.404,TMYx,https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_BGU_Benguela.AP.663100_TMYx.2007-2021.zip
661040,Cabinda AP,AGO,-5.597,12.188,TMYx,https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_CAB_Cabinda.AP.661040_TMYx.2007-2021.zip
662960,Cazombo,AGO,-11.867,22.9,TMYx,https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_MOX_Cazombo.662960_TMYx.zip
661520,Dundo AP,AGO,-7.4,20.817,TMYx,https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_LNO_Dundo.AP.661520_TMYx.2007-2021.zip
663180,Huambo AP,AGO,-12.809,15.761,TMYx,https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_HUA_Huambo.AP.663180_TMYx.2007-2021.zip
663250,Kuito,AGO,-12.383,16.95,TMYx,https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_BIE_Kuito.663250_TMYx.2007-2021.zip
663050,Lobito AP,AGO,-12.367,13.533,TMYx,https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_BGU_Lobito.AP.663050_TMYx.zip
661600,Luanda-Quatro de Fevereiro Intl AP,AGO,-8.858,13.231,TMYx,https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_LUA_Luanda-Quatro.de.Fevereiro.Intl.AP.661600_TMYx.2007-2021.zip
663900,Lubango AP,AGO,-14.925,13.575,TMYx,https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_HUI_Lubango.AP.663900_TMYx.2007-2021.zip
662850,Luena AP,AGO,-11.768,19.898,TMYx,https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_MOX_Luena.AP.662850_TMYx.2007-2021.zip
662150,Malanje,AGO,-9.55,16.367,TMYx,https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_MAL_Malanje.662150_TMYx.2007-2021.zip
661210,Maquela Do Zombo,AGO,-6.033,15.117,TMYx,https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_UIG_Maquela.Do.Zombo.661210_TMYx.zip
664470,Mavinga,AGO,-15.833,20.35,TMYx,https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_CCU_Mavinga.664470_TMYx.zip
661180,Mbanza Congo,AGO,-6.27,14.247,TMYx,https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_ZAI_Mbanza.Congo.661180_TMYx.2007-2021.zip
664100,Menongue,AGO,-14.65,17.683,TMYx,https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_CCU_Menongue.664100_TMYx.zip
664220,Mocamedes,AGO,-15.2,12.15,TMYx,https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_NAM_Mocamedes.664220_TMYx.2007-2021.zip
661300,N-Zeto,AGO,-7.233,12.867,TMYx,https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_ZAI_N-Zeto.661300_TMYx.2007-2021.zip
661720,NDalatando,AGO,-9.283,14.917,TMYx,https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_CNO_NDalatando.661720_TMYx.2007-2021.zip
661361,Namibe,AGO,-15.267,12.15,TMYx,https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_NAM_Namibe.661361_TMYx.2007-2021.zip
661420,Negage,AGO,-7.683,15.367,TMYx,https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_UIG_Negage.661420_TMYx.zip
661160,Noqui,AGO,-5.86728,13.43357,TMYx,https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_ZAI_Noqui.661160_TMYx.zip
664600,Pereira D-Eca,AGO,-17.083,15.733,TMYx,https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_CNN_Pereira.D-Eca.664600_TMYx.2007-2021.zip
662400,Porto Amboim AP,AGO,-10.726,13.761,TMYx,https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_CUS_Porto.Amboim.AP.662400_TMYx.zip
664850,Rocadas,AGO,-16.717,15.0,TMYx,https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_CNN_Rocadas.664850_TMYx.zip
662260,Saurimo AP,AGO,-9.689,20.432,TMYx,https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_LSU_Saurimo.AP.662260_TMYx.2007-2021.zip
661365,Soyo,AGO,-6.133,12.367,TMYx,https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_ZAI_Soyo.661365_TMYx.2007-2021.zip
661200,Soyo A,AGO,-6.117,12.35,TMYx,https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_ZAI_Soyo.A.661200_TMYx.2007-2021.zip
662600,Sumbe AP,AGO,-11.167,13.85,TMYx,https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_CUS_Sumbe.AP.662600_TMYx.2007-2021.zip
661360,Toto,AGO,-7.167,14.267,TMYx,https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_UIG_Toto.661360_TMYx.zip
661400,Uige AP,AGO,-7.583,15.0,TMYx,https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_UIG_Uige.AP.661400_TMYx.zip
662700,Waku-Kungo AP,AGO,-11.417,15.117,TMYx,https://climate.onebuilding.org/WMO_Region_1_Africa/AGO_Angola/AGO_CUS_Waku-Kungo.AP.662700_TMYx.zip
788460,Anguilla-Lloyd Intl AP,AIA,18.2,-63.05,TMYx,https://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/AIA_Anguilla/AIA_TV_Anguilla-Lloyd.Intl.AP.788460_TMYx.2007-2021.zip
029790,Bogskar Lighthouse,ALA,59.5044,20.3467,TMYx,https://climate.onebuilding.org/WMO_Region_6_Europe/ALA_Aland_Islands/ALA_KK_Bogskar.Lighthouse.029790_TMYx.2007-2021.zip
029700,Jomala-Mariehamn AP,ALA,60.1247,19.9033,TMYx,https://climate.onebuilding.org/WMO_Region_6_Europe/ALA_Aland_Islands/ALA_MH_Jomala-Mariehamn.AP.029700_TMYx.2007-2021.zip
027410,Jomalby,ALA,60.1783,19.9864,TMYx,https://climate.onebuilding.org/WMO_Region_6_Europe/ALA_Aland_Islands/ALA_MH_Jomalby.027410_TMYx.2007-2021.zip
027900,Kumlinge,ALA,60.2581,20.7472,TMYx,https://climate.onebuilding.org/WMO_Region_6_Europe/ALA_Aland_Islands/ALA_KM_Kumlinge.027900_TMYx.2007-2021.zip
029900,Kumlinge Island,ALA,60.3,20.75,TMYx,https://climate.onebuilding.org/WMO_Region_6_Europe/ALA_Aland_Islands/ALA_KM_Kumlinge.Island.029900_TMYx.zip
027240,Lumparland Langnas Harbour,ALA,60.1158,20.2975,TMYx,https://climate.onebuilding.org/WMO_Region_6_Europe/ALA_Aland_Islands/ALA_LU_Lumparland.Langnas.Harbour.027240_TMYx.2007-2021.zip
029930,Market Island,ALA,60.3011,19.1314,TMYx,https://climate.onebuilding.org/WMO_Region_6_Europe/ALA_Aland_Islands/ALA_HM_Market.Island.029930_TMYx.2007-2021.zip
029800,Nyhamn,ALA,59.9592,19.9539,TMYx,https://climate.onebuilding.org/WMO_Region_6_Europe/ALA_Aland_Islands/ALA_LE_Nyhamn.029800_TMYx.2007-2021.zip
029810,Parainen Uto,ALA,59.7842,21.3678,TMYx,https://climate.onebuilding.org/WMO_Region_6_Europe/ALA_Aland_Islands/ALA_KK_Parainen.Uto.029810_TMYx.2007-2021.zip
136110,Durres,ALB,41.3119,19.4408,TMYx,https://climate.onebuilding.org/WMO_Region_6_Europe/ALB_Albania/ALB_DU_Durres.136110_TMYx.2007-2021.zip
136250,Gjirokastra,ALB,40.0833,20.15,TMYx,https://climate.onebuilding.org/WMO_Region_6_Europe/ALB_Albania/ALB_GK_Gjirokastra.136250_TMYx.2007-2021.zip
136290,Korca,ALB,40.6,20.7667,TMYx,https://climate.onebuilding.org/WMO_Region_6_Europe/ALB_Albania/ALB_KE_Korca.136290_TMYx.2007-2021.zip
136240,Kucove,ALB,40.8,19.9,TMYx,https://climate.onebuilding.org/WMO_Region_6_Europe/ALB_Albania/ALB_BE_Kucove.136240_TMYx.2007-2021.zip
136100,Kukes Intl AP,ALB,42.0333,20.4167,TMYx,https://climate.onebuilding.org/WMO_Region_6_Europe/ALB_Albania/ALB_KK_Kukes.Intl.AP.136100_TMYx.2007-2021.zip
136190,Peshkopi,ALB,41.6833,20.4333,TMYx,https://climate.onebuilding.org/WMO_Region_6_Europe/ALB_Albania/ALB_DB_Peshkopi.136190_TMYx.2007-2021.zip
136230,Sazan Island,ALB,40.4875,19.2825,TMYx,https://climate.onebuilding.org/WMO_Region_6_Europe/ALB_Albania/ALB_VR_Sazan.Island.136230_TMYx.2007-2021.zip
136000,Shkodra,ALB,42.1,19.533,TMYx,https://climate.onebuilding.org/WMO_Region_6_Europe/ALB_Albania/ALB_SD_Shkodra.136000_TMYx.2007-2021.zip
136010,Tirana-Laprake,ALB,41.3333,19.8,TMYx,https://climate.onebuilding.org/WMO_Region_6_Europe/ALB_Albania/ALB_TI_Tirana-Laprake.136010_TMYx.2007-2021.zip
136150,Tirana-Rinas Intl AP,ALB,41.415,19.721,TMYx,https://climate.onebuilding.org/WMO_Region_6_Europe/ALB_Albania/ALB_TI_Tirana-Rinas.Intl.AP.136150_TMYx.2007-2021.zip
136220,Vlore,ALB,40.467,19.483,TMYx,https://climate.onebuilding.org/WMO_Region_6_Europe/ALB_Albania/ALB_VR_Vlore.136220_TMYx.2007-2021.zip
AND001,Andorra la Vella,AND,42.5,1.5,ERA5-TMYx,https://climate.onebuilding.org/AND_AV_Andorra.la.Vella.AND001_TMYx.2007-2021.zip
412170,ABU_DHABI,ARE,24.43,54.65,IWEC,https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/ARE/ARE_Abu.Dhabi.412170_IWEC/ARE_Abu.Dhabi.412170_IWEC.zip
412160,Abu Dhabi-Bateen Exec AP,ARE,24.428,54.458,TMYx,https://climate.onebuilding.org/WMO_Region_2_Asia/ARE_United_Arab_Emirates/ARE_AZ_Abu.Dhabi-Bateen.Exec.AP.412160_TMYx.2007-2021.zip
412180,Ain Intl AP,ARE,24.262,55.609,TMYx,https://climate.onebuilding.org/WMO_Region_2_Asia/ARE_United_Arab_Emirates/ARE_AZ_Ain.Intl.AP.412180_TMYx.2007-2021.zip
412161,Al Hamra Aux AP,ARE,24.074,52.464,TMYx,https://climate.onebuilding.org/WMO_Region_2_Asia/ARE_United_Arab_Emirates/ARE_AZ_Al.Hamra.Aux.AP.412161_TMYx.2007-2021.zip
412265,Buhasa,ARE,23.617,53.383,TMYx,https://climate.onebuilding.org/WMO_Region_2_Asia/ARE_United_Arab_Emirates/ARE_AZ_Buhasa.412265_TMYx.zip
412163,Dalma,ARE,24.467,52.317,TMYx,https://climate.onebuilding.org/WMO_Region_2_Asia/ARE_United_Arab_Emirates/ARE_AZ_Dalma.412163_TMYx.2007-2021.zip
412162,Dhafra AB,ARE,24.248,54.548,TMYx,https://climate.onebuilding.org/WMO_Region_2_Asia/ARE_United_Arab_Emirates/ARE_AZ_Dhafra.AB.412162_TMYx.2007-2021.zip
411940,Dubai Intl AP,ARE,25.255,55.364,TMYx,https://climate.onebuilding.org/WMO_Region_2_Asia/ARE_United_Arab_Emirates/ARE_DU_Dubai.Intl.AP.411940_TMYx.2007-2021.zip
412164,Dubai Minhad Ab,ARE,25.027,55.366,TMYx,https://climate.onebuilding.org/WMO_Region_2_Asia/ARE_United_Arab_Emirates/ARE_DU_Dubai.Minhad.Ab.412164_TMYx.2007-2021.zip
411945,Dubai World Central Intl AP-Maktoum Intl AP,ARE,24.897,55.161,TMYx,https://climate.onebuilding.org/WMO_Region_2_Asia/ARE_United_Arab_Emirates/ARE_DU_Dubai.World.Central.Intl.AP-Maktoum.Intl.AP.411945_TMYx.2007-2021.zip
411980,Fujairah Intl AP,ARE,25.112,56.324,TMYx,https://climate.onebuilding.org/WMO_Region_2_Asia/ARE_United_Arab_Emirates/ARE_FU_Fujairah.Intl.AP.411980_TMYx.2007-2021.zip
411840,Khaimah Intl AP,ARE,25.613,55.939,TMYx,https://climate.onebuilding.org/WMO_Region_2_Asia/ARE_United_Arab_Emirates/ARE_RK_Khaimah.Intl.AP.411840_TMYx.2007-2021.zip
411960,Sharjah Intl AP,ARE,25.329,55.517,TMYx,https://climate.onebuilding.org/WMO_Region_2_Asia/ARE_United_Arab_Emirates/ARE_SH_Sharjah.Intl.AP.411960_TMYx.2007-2021.zip
404490,Sharjah Sw,ARE,25.35,55.383,TMYx,https://climate.onebuilding.org/WMO_Region_2_Asia/ARE_United_Arab_Emirates/ARE_AZ_Sharjah.Sw.404490_TMYx.zip
412165,Sir Abu Nuayr AP,ARE,25.217,54.234,TMYx,https://climate.onebuilding.org/WMO_Region_2_Asia/ARE_United_Arab_Emirates/ARE_SH_Sir.Abu.Nuayr.AP.412165_TMYx.2007-2021.zip
876410,Azul AP,ARG,-36.8322,-59.8864,TMYx,https://climate.onebuilding.org/WMO_Region_3_South_America/ARG_Argentina/BA_Buenos_Aires/ARG_BA_Azul.AP.876410_TMYx.2007-2021.zip
875760,BUENOS_AIRES,ARG,-34.82,-58.53,IWEC,https://energyplus-weather.s3.amazonaws.com/south_america_wmo_region_3/ARG/ARG_Buenos.Aires.875760_IWEC/ARG_Buenos.Aires.875760_IWEC.zip
877500,Bahia Blanca-Espora AP,ARG,-38.7147,-62.1631,TMYx,https://climate.onebuilding.org/WMO_Region_3_South_America/ARG_Argentina/BA_Buenos_Aires/ARG_BA_Bahia.Blanca-Espora.AP.877500_TMYx.2007-2021.zip
877650,Bariloche AP,ARG,-41.1475,-71.1642,TMYx,https://climate.onebuilding.org/WMO_Region_3_South_America/ARG_Argentina/RN_Rio_Negro/ARG_RN_Bariloche.AP.877650_TMYx.2007-2021.zip
876400,Bolivar AP,ARG,-36.2,-61.067,TMYx,https://climate.onebuilding.org/WMO_Region_3_South_America/ARG_Argentina/BA_Buenos_Aires/ARG_BA_Bolivar.AP.876400_TMYx.2007-2021.zip
875850,Buenos Aires Obs,ARG,-34.5903,-58.4839,TMYx,https://climate.onebuilding.org/WMO_Region_3_South_America/ARG_Argentina/BA_Buenos_Aires/ARG_BA_Buenos.Aires.Obs.875850_TMYx.2007-2021.zip
875820,Buenos Aires-Newbery Intl AP,ARG,-34.5589,-58.4197,TMYx,https://climate.onebuilding.org/WMO_Region_3_South_America/ARG_Argentina/BA_Buenos_Aires/ARG_BA_Buenos.Aires-Newbery.Intl.AP.875820_TMYx.2007-2021.zip
877610,Campos AP,ARG,-40.075,-71.137,TMYx,https://climate.onebuilding.org/WMO_Region_3_South_America/ARG_Argentina/NQ_Neuquen/ARG_NQ_Campos.AP.877610_TMYx.2007-2021.zip
872220,Catamarca AP,ARG,-28.5936,-65.7553,TMYx,https://climate.onebuilding.org/WMO_Region_3_South_America/ARG_Argentina/CT_Catamarca/ARG_CT_Catamarca.AP.872220_TMYx.2007-2021.zip
870970,Cataratas del Iguazu Intl AP,ARG,-25.731,-54.479,TMYx,https://climate.onebuilding.org/WMO_Region_3_South_America/ARG_Argentina/MN_Misiones/ARG_MN_Cataratas.del.Iguazu.Intl.AP.870970_TMYx.2007-2021.zip
877630,Catedral,ARG,-41.25,-71.617,TMYx,https://climate.onebuilding.org/WMO_Region_3_South_America/ARG_Argentina/NQ_Neuquen/ARG_NQ_Catedral.877630_TMYx.zip
872570,Ceres AP,ARG,-29.8756,-61.9361,TMYx,https://climate.onebuilding.org/WMO_Region_3_South_America/ARG_Argentina/SF_Santa_Fe/ARG_SF_Ceres.AP.872570_TMYx.2007-2021.zip
873200,Chamical-Gordillo AP,ARG,-30.3478,-66.2961,TMYx,https://climate.onebuilding.org/WMO_Region_3_South_America/ARG_Argentina/LR_La_Rioja/ARG_LR_Chamical-Gordillo.AP.873200_TMYx.2007-2021.zip
873220,Chepes,ARG,-31.333,-66.6,TMYx,https://climate.onebuilding.org/WMO_Region_3_South_America/ARG_Argentina/LR_La_Rioja/ARG_LR_Chepes.873220_TMYx.zip
872130,Chilecito AP,ARG,-29.233,-67.433,TMYx,https://climate.onebuilding.org/WMO_Region_3_South_America/ARG_Argentina/LR_La_Rioja/ARG_LR_Chilecito.AP.872130_TMYx.2007-2021.zip
873950,Concordia-Pierrestegui AP,ARG,-31.3022,-58.0014,TMYx,https://climate.onebuilding.org/WMO_Region_3_South_America/ARG_Argentina/ER_Entre_Rios/ARG_ER_Concordia-Pierrestegui.AP.873950_TMYx.2007-2021.zip
873290,Conlara Valley Intl AP,ARG,-32.385,-65.187,TMYx,https://climate.onebuilding.org/WMO_Region_3_South_America/ARG_Argentina/CB_Cordoba/ARG_CB_Conlara.Valley.Intl.AP.873290_TMYx.2007-2021.zip
873450,Cordoba OBS,ARG,-31.4,-64.183,TMYx,https://climate.onebuilding.org/WMO_Region_3_South_America/ARG_Argentina/CB_Cordoba/ARG_CB_Cordoba.OBS.873450_TMYx.2007-2021.zip
873470,Cordoba-Military Aviation School,ARG,-31.445,-64.283,TMYx,https://climate.onebuilding.org/WMO_Region_3_South_America/ARG_Argentina/CB_Cordoba/ARG_CB_Cordoba-Military.Aviation.School.873470_TMYx.2007-2021.zip
873440,Cordoba-Taravella Intl AP,ARG,-31.2967,-64.2119,TMYx,https://climate.onebuilding.org/WMO_Region_3_South_America/ARG_Argentina/CB_Cordoba/ARG_CB_Cordoba-Taravella.Intl.AP.873440_TMYx.2007-2021.zip
871660,Corrientes-Niveyro Intl AP,ARG,-27.4497,-58.7597,TMYx,https://climate.onebuilding.org/WMO_Region_3_South_America/ARG_Argentina/CN_Corrientes/ARG_CN_Corrientes-Niveyro.Intl.AP.871660_TMYx.2007-2021.zip
874000,Cristo Redentor,ARG,-32.833,-70.083,TMYx,https://climate.onebuilding.org/WMO_Region_3_South_America/ARG_Argentina/MZ_Mendoza/ARG_MZ_Cristo.Redentor.874000_TMYx.zip
872860,Curuzu Cuatia AP,ARG,-29.771,-57.979,TMYx,https://climate.onebuilding.org/WMO_Region_3_South_America/ARG_Argentina/CN_Corrientes/ARG_CN_Curuzu.Cuatia.AP.872860_TMYx.zip
876480,Dolores AP,ARG,-36.3169,-57.7169,TMYx,https://climate.onebuilding.org/WMO_Region_3_South_America/ARG_Argentina/BA_Buenos_Aires/ARG_BA_Dolores.AP.876480_TMYx.2007-2021.zip
875680,Don Torcuato AP,ARG,-34.501,-58.604,TMYx,https://climate.onebuilding.org/WMO_Region_3_South_America/ARG_Argentina/BA_Buenos_Aires/ARG_BA_Don.Torcuato.AP.875680_TMYx.zip
878000,El Bolson AP,ARG,-41.943,-71.532,TMYx,https://climate.onebuilding.org/WMO_Region_3_South_America/ARG_Argentina/RN_Rio_Negro/ARG_RN_El.Bolson.AP.878000_TMYx.2007-2021.zip
879040,El Calafate-Tola Intl AP,ARG,-50.2844,-72.0514,TMYx,https://climate.onebuilding.org/WMO_Region_3_South_America/ARG_Argentina/SC_Santa_Cruz/ARG_SC_El.Calafate-Tola.Intl.AP.879040_TMYx.2007-2021.zip
879030,El Calafete-Lago Argentino AP,ARG,-50.336,-72.249,TMYx,https://climate.onebuilding.org/WMO_Region_3_South_America/ARG_Argentina/SC_Santa_Cruz/ARG_SC_El.Calafete-Lago.Argentino.AP.879030_TMYx.zip
875710,El Palomar AP,ARG,-34.61,-58.613,TMYx,https://climate.onebuilding.org/WMO_Region_3_South_America/ARG_Argentina/BA_Buenos_Aires/ARG_BA_El.Palomar.AP.875710_TMYx.2007-2021.zip
878030,Esquel AP,ARG,-42.9058,-71.145,TMYx,https://climate.onebuilding.org/WMO_Region_3_South_America/ARG_Argentina/CH_Chubut/ARG_CH_Esquel.AP.878030_TMYx.2007-2021.zip
871620,Formosa Intl AP,ARG,-26.213,-58.228,TMYx,https://climate.onebuilding.org/WMO_Region_3_South_America/ARG_Argentina/FM_Formosa/ARG_FM_Formosa.Intl.AP.871620_TMYx.2007-2021.zip
872730,Goya AP,ARG,-29.1,-59.217,TMYx,https://climate.onebuilding.org/WMO_Region_3_South_America/ARG_Argentina/CN_Corrientes/ARG_CN_Goya.AP.872730_TMYx.zip
878800,Gregores AP,ARG,-48.783,-70.167,TMYx,https://climate.onebuilding.org/WMO_Region_3_South_America/ARG_Argentina/SC_Santa_Cruz/ARG_SC_Gregores.AP.878800_TMYx.zip
874970,Gualeguaychu AP,ARG,-33.0125,-58.6108,TMYx,https://climate.onebuilding.org/WMO_Region_3_South_America/ARG_Argentina/ER_Entre_Rios/ARG_ER_Gualeguaychu.AP.874970_TMYx.2007-2021.zip
871730,Ituzaingo,ARG,-27.583,-56.667,TMYx,https://climate.onebuilding.org/WMO_Region_3_South_America/ARG_Argentina/CN_Corrientes/ARG_CN_Ituzaingo.871730_TMYx.zip
873050,Jachal,ARG,-30.25,-68.75,TMYx,https://climate.onebuilding.org/WMO_Region_3_South_America/ARG_Argentina/SJ_San_Juan/ARG_SJ_Jachal.873050_TMYx.2007-2021.zip
878070,Jose de San Martin AP,ARG,-44.05,-70.433,TMYx,https://climate.onebuilding.org/WMO_Region_3_South_America/ARG_Argentina/CH_Chubut/ARG_CH_Jose.de.San.Martin.AP.878070_TMYx.zip
870460,Jujuy-Guzman Intl AP,ARG,-24.3839,-65.0956,TMYx,https://climate.onebuilding.org/WMO_Region_3_South_America/ARG_Argentina/JY_Jujuy/ARG_JY_Jujuy-Guzman.Intl.AP.870460_TMYx.2007-2021.zip
875480,Junin AP,ARG,-34.5525,-60.9314,TMYx,https://climate.onebuilding.org/WMO_Region_3_South_America/ARG_Argentina/BA_Buenos_Aires/ARG_BA_Junin.AP.875480_TMYx.2007-2021.zip
875930,La Plata AP,ARG,-34.9661,-57.8961,TMYx,https://climate.onebuilding.org/WMO_Region_3_South_America/ARG_Argentina/BA_Buenos_Aires/ARG_BA_La.Plata.AP.875930_TMYx.2007-2021.zip
